Id,Name,Desc,Type,Race,Archetype,Attribute,Atk,Def,Level,Price
94626050,Fish Rain,"When a face-up Fish, Sea Serpent, or Aqua-Type monster on the field is banished: Special Summon 1 Level 3 or lower Fish, Sea Serpent, or Aqua-Type monster from your hand. (The banished monster(s) must be Fish, Sea Serpent, or Aqua-Type even after being banished.)",Trap Card,Normal,,,,,,0.14
62023839,Fishborg Archer,"If this card is in your Graveyard and you control no monsters during either of your Main Phases: You can discard 1 WATER monster; Special Summon this card from your Graveyard, but destroy all monsters you control at the beginning of this turn's Battle Phase, except for WATER monsters. You can only use the effect of ""Fishborg Archer"" once per turn.",Tuner Monster,Fish,Fishborg,WATER,300,300,3,0.12
93369354,Fishborg Blaster,"If you control a face-up Level 3 or lower WATER monster: You can discard 1 card; Special Summon this card from your Graveyard. If this card is used as a Synchro Material Monster, all other Synchro Material Monsters must be WATER.",Tuner Monster,Fish,Fishborg,WATER,100,200,1,0.29
10560119,Fishborg Doctor,"If this card is in your Graveyard and all monsters you control are ""Fishborg"" monsters (min. 1): You can Special Summon this card, and if you do, banish it when it leaves the field. You can only use this effect of ""Fishborg Doctor"" once per turn. If you control a monster that is not a ""Fishborg"" monster, destroy this card.",Effect Monster,Fish,Fishborg,WATER,400,400,4,0.07
66853752,Fishborg Launcher,"If you have a monster(s) in your Graveyard other than ""Fishborg Launcher"", and all of them are WATER: You can Special Summon this card from your Graveyard. If you do, banish it when it leaves the field. This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a WATER monster. You can only use the effect of ""Fishborg Launcher"" once per turn.",Tuner Monster,Fish,Fishborg,WATER,200,100,1,0.19
51282878,Fishborg Planter,"Once, while this card is in the GY: You can send the top card of your Deck to the GY, then, if it is a WATER monster, Special Summon this card from the GY. You can only use this effect of ""Fishborg Planter"" once per turn.",Effect Monster,Fish,Fishborg,WATER,200,200,2,0.15
66788016,Fissure,"Destroy the 1 face-up monster your opponent controls that has the lowest ATK (your choice, if tied).",Spell Card,Normal,,,,,,0.19
79868386,Fist of Fate,"This card's activation and effect cannot be negated. If you control a monster whose original name is ""Obelisk the Tormentor"": Negate the effects of 1 Effect Monster your opponent controls, and if you do, destroy it, and if you do that, for the rest of this turn, the effects of that monster are negated, as well as the activated effects and effects on the field of monsters with the same original name, then, if you activated this card during your Main Phase, you can apply this effect.
● Destroy all Spells and Traps your opponent controls.
You can only activate 1 ""Fist of Fate"" per turn.",Spell Card,Quick-Play,Egyptian God,,,,,1.14
21834870,Fists of the Unrivaled Tenyi,"When a Spell/Trap Card, or monster effect, is activated while you control a face-up non-Effect Monster: Negate the activation. If this Set card you control is destroyed by your opponent's card effect: You can Special Summon 1 non-Effect Monster from your Extra Deck.",Trap Card,Counter,Tenyi,,,,,0.51
70946699,Five Brothers Explosion,When this card is activated: Gain 500 LP for each Continuous Spell/Trap Card you control. If this face-up card you control is sent to your Graveyard by your opponent's card effect: Inflict 500 damage to your opponent for each Continuous Spell/Trap Card in your Graveyard.,Trap Card,Continuous,,,,,,0.11
6309986,Five Star Twilight,"If the only monster you control is 1 Level 5 monster: Tribute that monster; Special Summon 1 ""Kuribah"", 1 ""Kuribee"", 1 ""Kuriboo"", 1 ""Kuribeh"", and 1 ""Kuriboh"" from your hand, Deck, and/or GY, but they cannot be Tributed for a Tribute Summon. You can only activate 1 ""Five Star Twilight"" per turn.",Spell Card,Normal,,,,,,0.00
99267150,Five-Headed Dragon,"5 Dragon monsters
Must be Fusion Summoned. Cannot be destroyed by battle with a DARK, EARTH, WATER, FIRE, or WIND monster.",Fusion Monster,Dragon,,DARK,5000,5000,12,1.03
10669138,Five-Headed Link Dragon,"5 monsters
Must be Link Summoned. If this card is Link Summoned using DARK, EARTH, WATER, FIRE, and WIND Attributes: You can destroy all cards your opponent controls. Cannot be destroyed by battle with a DARK, EARTH, WATER, FIRE, or WIND monster. Unaffected by other cards' effects. Once per turn, during your opponent's End Phase: You must banish 5 cards from your GY face-down (this is not optional), or send this card to the GY.",Link Monster,Dragon,,DARK,5000,,,1.27
49847524,Flame Administrator,"2 Cyberse monsters
All Link Monsters you control gain 800 ATK. You can only control 1 ""Flame Administrator"".",Link Monster,Cyberse,,FIRE,1200,,,0.09
33034646,Flame Armor Ninja,"When this card is Summoned: You can target 1 ""Ninja"" monster you control; increase its Level by 1.",Effect Monster,Warrior,Ninja,FIRE,1700,1000,4,0.10
80794697,Flame Bufferlo,"If this face-up card leaves the field: You can discard 1 Cyberse monster, and if you do, draw 2 cards. You can only use this effect of ""Flame Bufferlo"" once per turn.",Effect Monster,Cyberse,,FIRE,1400,200,3,0.30
60862676,Flame Cerebrus,"Known to many as the ""Burning Executioner"", this monster is capable of burning enemies to cinders.",Normal Monster,Pyro,,FIRE,2100,1800,6,0.20
42599677,Flame Champion,A warrior protected by a flaming shield that nullifies any attack.,Normal Monster,Pyro,,FIRE,1900,1300,5,0.19
12883044,Flame Dancer,This monster moves while swinging its burning rope.,Normal Monster,Pyro,,FIRE,550,450,2,0.11
58528964,Flame Ghost,"""Skull Servant"" + ""Dissolverock""",Fusion Monster,Zombie,Skull Servant,DARK,1000,800,3,1.22
34460851,Flame Manipulator,"This Spellcaster attacks enemies with fire-related spells such as ""Sea of Flames"" and ""Wall of Fire"".",Normal Monster,Spellcaster,,FIRE,900,1000,3,0.14
58098303,Flame Ogre,"This card cannot be Special Summoned. When this card is Normal Summoned, draw 1 card.",Effect Monster,Fiend,,FIRE,2400,1700,7,0.15
41089128,Flame Ruler,This card can be treated as 2 Tributes for the Tribute Summon of a FIRE monster.,Effect Monster,Pyro,,FIRE,1500,1600,4,0.18
79444933,Flame Spirit Ignis,You can Tribute 1 face-up FIRE monster to inflict 100 damage to your opponent for each FIRE monsters in your Graveyard.,Effect Monster,Pyro,,FIRE,1500,1200,4,0.75
45231177,Flame Swordsman,"""Flame Manipulator"" + ""Masaki the Legendary Swordsman""",Fusion Monster,Warrior,,FIRE,1800,1600,5,0.27
66499018,Flame Tiger,"During your Draw Phase, if this card is in your Graveyard and you control no monsters, instead of conducting your normal draw: You can Special Summon this card, and if you do, banish it when it leaves the field.",Effect Monster,Beast,,FIRE,1800,0,4,0.09
2830619,Flame Viper,A fire-breathing snake whose speed makes it a difficult target.,Normal Monster,Pyro,,EARTH,400,450,2,0.84
54326448,Flamvell Archer,"Once per turn, you can Tribute 1 face-up Pyro-Type monster you control to have all ""Flamvell"" monsters on the field gain 800 ATK until the End Phase.",Tuner Monster,Pyro,Flamvell,FIRE,1000,200,3,0.11
13761956,Flamvell Baby,"During your Main Phase, you can send this card from your hand to the Graveyard to select 1 face-up FIRE monster you control and have it gain 400 ATK.",Tuner Monster,Pyro,Flamvell,FIRE,800,200,1,0.18
40189917,Flamvell Commando,"This card cannot be Special Summoned. This card can only be Normal Summoned by Tributing 1 ""Flamvell"" monster you control. Once per turn, you can remove from play 1 monster in your Graveyard with 200 DEF to inflict damage to your opponent equal to that monster's ATK.",Effect Monster,Pyro,Flamvell,FIRE,2200,200,6,0.49
60718396,Flamvell Counter,"When a Spell/Trap Card is activated: Banish 1 FIRE monster with 200 DEF from your Graveyard; negate the activation, and if you do, destroy it.",Trap Card,Counter,Flamvell,,,,,0.17
68226653,Flamvell Dragnov,"When this card is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent. You can remove from play this card in your Graveyard, along with 1 face-up FIRE monster you control, to add 1 ""Flamvell Dragnov"" from your Deck to your hand.",Effect Monster,Dragon,Flamvell,FIRE,1100,200,2,0.15
91711547,Flamvell Fiend,"When this card inflicts Battle Damage to your opponent, inflict 200 damage to your opponent for each Pyro-Type monster in your Graveyard.",Effect Monster,Fiend,Flamvell,FIRE,2100,1200,5,0.16
23297235,Flamvell Firedog,"When this card destroys an opponent's monster by battle and sends it to the GY: You can Special Summon 1 FIRE monster with 200 or less DEF from your Deck, except ""Flamvell Firedog"".",Effect Monster,Beast,Flamvell,FIRE,1900,200,4,0.12
77372241,Flamvell Grunika,"When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the Level of the destroyed monster x 200.",Effect Monster,Dragon,Flamvell,FIRE,1700,200,4,0.46
21615956,Flamvell Guard,A Flamvell guardian who commands fire with his will. His magma-hot barrier protects his troops from intruders.,Normal Tuner Monster,Dragon,Flamvell,FIRE,100,2000,1,0.18
95621257,Flamvell Magician,"While you control an ""Ally of Justice"" monster(s), this card gains 400 ATK.",Tuner Monster,Spellcaster,Flamvell,FIRE,1400,200,4,0.17
28332833,Flamvell Poun,When this card is destroyed by battle and sent to the Graveyard: You can add 1 monster with 200 DEF from your Deck to your hand.,Effect Monster,Pyro,Flamvell,FIRE,200,200,1,0.18
53714009,Flamvell Uruquizas,"1 Tuner + 1 or more non-Tuner monsters
During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. This card gains 300 ATK each time it inflicts Battle Damage to your opponent.",Synchro Monster,Pyro,Flamvell,FIRE,2100,400,6,0.50
13708425,Flare Resonator,A Synchro Monster that used this card as a Synchro Material gains 300 ATK.,Tuner Monster,Fiend,Resonator,FIRE,300,1300,3,0.27
96890582,Flash Assailant,Decrease the ATK and DEF of this card by 400 points for each card in your hand.,Effect Monster,Fiend,,DARK,2000,2000,4,0.12
95372220,Flash Charge Dragon,"2+ Dragon monsters
You cannot Summon/Set monsters to a zone this card points to. Once per turn, if a monster(s) is Normal or Special Summoned, to a zone(s) this card points to (except during the Damage Step): You can destroy 1 monster this card points to, and if you do, inflict 500 damage to your opponent. When a card or effect is activated that targets this face-up card (Quick Effect): You can Tribute 1 monster; negate the activation. ",Link Monster,Dragon,,DARK,2300,,,2.94
17236839,Flash Fusion,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Material. Destroy it during the End Phase.",Spell Card,Quick-Play,,,,,,0.13
17390179,Flash Knight,The power of the pendulum flashes forth from this shining knight.,Pendulum Normal Monster,Warrior,,LIGHT,1800,600,4,0.15
39956951,Flash of the Forbidden Spell,Activate only when all of your opponent's Monster Card Zones are occupied by monsters. Destroy all monsters on your opponent's side of the field.,Spell Card,Normal,,,,,,0.14
9267769,Flashbang,Activate only after damage calculation when a monster your opponent controls made a direct attack. It is now the End Phase of this turn.,Trap Card,Normal,,,,,,0.09
39730727,Flawless Perfection of the Tenyi,"All non-Effect Monsters on the field are unaffected by monster effects. Once per turn, if your opponent Special Summons an Effect Monster(s), while you control a face-down monster or non-Effect Monster (except during the Damage Step): You can draw 2 cards.",Spell Card,Field,Tenyi,,,,,0.22
61807040,Flelf,"Once per turn: You can reveal 1 monster in your hand; increase the Level of this card by the Level of that monster, until the End Phase.",Effect Monster,Spellcaster,,WIND,800,1300,2,0.20
19642774,Fleur Synchron,If this card is sent to the Graveyard as a Synchro Material: You can Special Summon 1 Level 2 or lower monster from your hand.,Tuner Monster,Machine,Synchron,LIGHT,400,200,2,5.13
10204849,Fleuret de Fleur,"Activate this card by targeting 1 Level 2 or lower monster in your GY; Special Summon it, but negate its effects, also equip it with this card. When this card leaves the field, destroy that monster. The equipped monster gains 700 ATK. If this card is sent from the Spell & Trap Zone to the GY: You can equip this card to a Synchro Monster you control. You can only use this effect of ""Fleuret de Fleur"" once per turn. You can only activate 1 ""Fleuret de Fleur"" per turn.",Spell Card,Equip,Fleur,,,,,0.00
209710,Flick Clown,"If you control at least 2 other Cyberse monsters and have no cards in your hand: You can pay 1000 LP; draw 1 card. You can only use this effect of ""Flick Clown"" once per turn.",Effect Monster,Cyberse,,DARK,1000,1400,4,0.08
300202008,Flight of the Harpies,"[If you lose 1800 or more LP, you can activate this Skill during your next Draw Phase.]

During your Draw Phase, you may search your Deck for a “Harpie” card, reveal it to your opponent, and add it to your hand instead of drawing. If you do that, flip this card over.",Skill Card,Mai,,,,,,0.33
75560629,Flint,The equipped monster loses 300 ATK and cannot change its battle position or declare an attack. If this card is destroyed because the equipped monster is destroyed: Target 1 monster on the field; equip this card to that monster.,Spell Card,Equip,,,,,,0.19
84778110,Flint Cragger,"If this card is Special Summoned: You can discard 1 card, and if you do, send 1 ""Fossil"" Fusion Monster from your Extra Deck to the GY. You can send this card you control to the GY; inflict 500 damage to your opponent, then, if ""Fossil Fusion"" is in your GY, you can return 1 of your banished ""Fossil Fusion"", or 1 card that specifically lists that card in its text, to the GY. You can only use each effect of ""Flint Cragger"" once per turn.",Effect Monster,Rock,Fossil,EARTH,800,1600,3,0.00
83812099,Flint Lock,"Once per turn: You can target 1 ""Flint"" in the Spell & Trap Zone; equip it to this card. During your Main Phase: You can target 1 ""Flint"" equipped to this card, and 1 face-up monster on the field, except this card; equip that ""Flint"" to that targeted monster. This card can only be equipped with 1 ""Flint"". While equipped with ""Flint"", this card is unaffected by the effect of ""Flint"", and cannot be destroyed by battle.",Effect Monster,Machine,,LIGHT,1500,800,4,0.11
16437822,Flint Missile,"Destroy 1 monster equipped with ""Flint"". You can return this card to your Deck instead of sending it to the Graveyard after it resolves.",Spell Card,Quick-Play,,,,,,0.14
81278754,Flip Flop Frog,"Once per turn, you can flip this card into face-down Defense Position. When this card is flipped face-up, you can return monsters your opponent controls to their owners' hand up to the number of face-up ""Frog"" monsters you control, except ""Frog the Jam"".",Effect Monster,Aqua,Frog,WATER,500,200,2,1.12
32176662,Flip Frozen,If this card is sent to the GY: You can change all Attack Position monsters your opponent controls to Defense Position.,Effect Monster,Cyberse,,WATER,500,500,1,0.00
9400127,"Flogos, the Ogdoadic Boundless","If this card is sent from the field to the GY, or Special Summoned from the GY: You can target 1 face-up monster your opponent controls, and 1 monster in their GY with an equal or higher ATK than that target; Special Summon that monster from the GY to their field, and if you do, send that other monster they control to the GY. If this card is in your GY: You can send 1 card from your hand to the GY; add this card to your hand. You can only use each effect of ""Flogos, the Ogdoadic Boundless"" once per turn.",Effect Monster,Reptile,Abhyss,LIGHT,1800,1400,4,0.08
69599136,Floodgate Trap Hole,When your opponent Summons a monster(s): Change that monster(s) to face-down Defense Position. Monsters changed to face-down Defense Position by this effect cannot change their battle positions.,Trap Card,Normal,Hole,,,,,1.70
32887445,Flourishing Frolic,"Excavate cards from your Deck equal to the number of ""Flourishing Frolic"" in your GY + 3, and if you excavate at least 1 Monster, 1 Spell, and 1 Trap, add 1 of them to your hand and send the other cards to the GY. If you did not, shuffle all excavated cards into your Deck. You can only activate 1 ""Flourishing Frolic"" per turn.",Spell Card,Normal,,,,,,0.11
3966653,Flower Cardian Boardefly,"1 Tuner + 2 non-Tuner monsters
If a ""Flower Cardian"" monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent. Once per turn: You can banish 1 ""Flower Cardian"" monster from your Graveyard; until the end of your opponent's next turn, your opponent cannot activate effects of cards in the Graveyard, also they cannot Special Summon monsters from the Graveyard.",Synchro Monster,Warrior,Flower Cardian,DARK,2000,2000,6,0.54
30382214,Flower Cardian Cherry Blossom,"If you control a Level 2 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. Once per turn: You can Tribute 1 ""Flower Cardian"" monster; draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can take 1 ""Flower Cardian"" monster from your Deck, except ""Flower Cardian Cherry Blossom"", and either add it to your hand or Special Summon it. Otherwise, send it to the GY.",Effect Monster,Warrior,Flower Cardian,DARK,100,100,3,0.20
5489987,Flower Cardian Cherry Blossom with Curtain,"Cannot be Normal Summoned/Set. Must first be Special Summoned by its own effect. You can reveal this card in your hand; draw 1 card, and if you do, show it, then Special Summon this card if the drawn card is a ""Flower Cardian"" monster. Otherwise, send it and this card to the Graveyard. During either player's Damage Step, when your ""Flower Cardian"" monster battles an opponent's monster: You can discard this card; your battling monster gains 1000 ATK until the end of this turn.",Effect Monster,Warrior,Flower Cardian,DARK,2000,2000,3,0.25
94388754,Flower Cardian Clover with Boar,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Clover with Boar"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 monster your opponent controls. Otherwise, send it to the Graveyard.",Effect Monster,Warrior,Flower Cardian,DARK,1000,1000,7,0.16
87460579,Flower Cardian Lightflare,"1 Tuner + 4 non-Tuner monsters
Once per turn, during either player's turn, when your opponent activates a Spell/Trap Card: You can negate the activation, and if you do, destroy that card. If a ""Flower Cardian"" monster you control battles an opponent's monster, that opponent's monster has its effects negated during the Battle Phase only. If this face-up Synchro Summoned card is destroyed by battle, or leaves the field because of an opponent's card effect while its owner controls it: You can Special Summon 1 ""Flower Cardian"" Synchro Monster from your Extra Deck, except ""Flower Cardian Lightflare"".",Synchro Monster,Warrior,Flower Cardian,DARK,5000,0,10,1.54
42291297,Flower Cardian Lightshower,"1 Tuner + 3 non-Tuner monsters
Your opponent cannot target ""Flower Cardian"" monsters you control with card effects, also those monsters cannot be destroyed by card effects. During your opponent's Draw Phase, if they draw a card(s) for their normal draw: Inflict 1500 damage to your opponent. Once per turn, during your opponent's End Phase: Activate 1 of these effects;
● Skip the Draw Phase of your next turn.
● This card has its other effects negated until your opponent's next Standby Phase.",Synchro Monster,Warrior,Flower Cardian,DARK,3000,3000,8,0.32
21772453,Flower Cardian Maple with Deer,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Maple with Deer"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can destroy 1 Spell/Trap Card your opponent controls. Otherwise, send it to the Graveyard.",Effect Monster,Warrior,Flower Cardian,DARK,1000,1000,10,0.20
33541430,Flower Cardian Moonflowerviewing,"1 Tuner + 2 non-Tuner monsters
Once per turn, during your Main Phase: You can draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, you can Special Summon it, ignoring its Summoning conditions, and it can attack directly this turn. If you activated this effect, skip the Draw Phase of your next turn. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters.",Synchro Tuner Monster,Warrior,Flower Cardian,DARK,2000,2000,6,0.20
80630522,Flower Cardian Paulownia,"While you control a Level 11 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. When this card is targeted for an attack: You can negate the attack, end the Battle Phase, then draw 1 card.",Effect Monster,Warrior,Flower Cardian,DARK,100,100,12,0.24
16802689,Flower Cardian Paulownia with Phoenix,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 12 ""Flower Cardian"" monster, except ""Flower Cardian Paulownia with Phoenix"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. Once per turn, when this card inflicts battle damage to your opponent: You can draw 1 card.",Effect Monster,Warrior,Flower Cardian,DARK,2000,2000,12,0.19
57261568,Flower Cardian Peony with Butterfly,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Flower Cardian"" monster, except ""Flower Cardian Peony with Butterfly"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then, if it is a ""Flower Cardian"" monster, look at the top 3 cards of your opponent's Deck, then place them all on the top or bottom of the Deck in any order. Otherwise, send it to the Graveyard. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters.",Tuner Monster,Warrior,Flower Cardian,DARK,1000,1000,6,0.72
81752019,Flower Cardian Pine,"If this card is Normal Summoned: Draw 1 card, show it, then send it to the Graveyard unless it is a ""Flower Cardian"" monster. You can only use this effect of ""Flower Cardian Pine"" once per turn. If this card is destroyed by battle and sent to the Graveyard, or if this card in your possession is destroyed by an opponent's card effect and sent to your Graveyard: You can draw 1 card.",Effect Monster,Warrior,Flower Cardian,DARK,100,100,1,0.26
16024176,Flower Cardian Pine with Crane,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 1 ""Flower Cardian"" monster, except ""Flower Cardian Pine with Crane"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. At the end of the Battle Phase, if this card battled: Draw 1 card.",Effect Monster,Warrior,Flower Cardian,DARK,2000,2000,1,0.19
54135423,Flower Cardian Willow,"While you control a Level 10 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. Once per turn: You can target 1 ""Flower Cardian"" monster in your Graveyard; shuffle it into your Deck, then draw 1 card.",Effect Monster,Warrior,Flower Cardian,DARK,100,100,11,0.22
89818984,Flower Cardian Willow with Calligrapher,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 11 ""Flower Cardian"" monster, except ""Flower Cardian Willow with Calligrapher"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. When this card is used as Synchro Material, you can treat it and all other Synchro Materials (that have a Level) as Level 2 monsters.",Tuner Monster,Warrior,Flower Cardian,DARK,2000,2000,11,0.20
17141718,Flower Cardian Zebra Grass,"While you control a Level 7 or lower ""Flower Cardian"" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Flower Cardian"" monsters. If this card is Normal or Special Summoned: You can reveal any number of ""Flower Cardian"" monsters in your hand, shuffle them into the Deck, then draw the same number of cards.",Effect Monster,Warrior,Flower Cardian,DARK,100,100,8,0.23
43413875,Flower Cardian Zebra Grass with Moon,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 Level 8 ""Flower Cardian"" monster, except ""Flower Cardian Zebra Grass with Moon"". If this card is Special Summoned: Draw 1 card, and if you do, show it, then you can Special Summon it if it is a ""Flower Cardian"" monster. Otherwise, send it to the Graveyard. Once per turn, if this card destroys an opponent's monster by battle: You can draw 1 card.",Effect Monster,Warrior,Flower Cardian,DARK,2000,2000,8,0.22
78785392,Flower Gathering,"Special Summon 4 ""Flower Cardian"" monsters with 100 ATK and different names from your Deck in Attack Position, but they have their effects negated, also they cannot be Tributed for a Tribute Summon. You can only activate 1 ""Flower Gathering"" per turn. You cannot Normal or Special Summon other monsters during the turn you activate this card, except ""Flower Cardian"" monsters.",Spell Card,Normal,Flower Cardian,,,,,0.23
30786387,Flower Stacking,"Choose 3 ""Flower Cardian"" monsters with different names from your Deck, and place them on top of your Deck in any order. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 ""Flower Cardian"" monster in your Graveyard; add it to your hand. You can only use this effect of ""Flower Stacking"" once per turn.",Spell Card,Normal,Flower Cardian,,,,,0.35
95952802,Flower Wolf,"""Silver Fang"" + ""Darkworld Thorns""",Fusion Monster,Beast,,EARTH,1800,1400,5,0.48
45010690,Flowerbot,"If this card is sent to the Graveyard: Draw 1 card, then place 1 card from your hand on the top of the Deck.",Effect Monster,Plant,,EARTH,1500,800,3,0.20
15341822,Fluff Token,"This card can be used as a ""Fluff Token"".

*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",Token,Plant,,WIND,0,0,1,0.00
45215225,Fluffal Angel,"[ Pendulum Effect ]
You can target 1 ""Fluffal"" or ""Edge Imp"" monster in your GY; Special Summon it, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Fusion Monsters. You can only use this effect of ""Fluffal Angel"" once per turn.
----------------------------------------
[ Monster Effect ]
You can Tribute this card, then target 1 ""Frightfur"" Fusion Monster in your GY; discard 1 card, and if you do, Special Summon that monster. You can only use this effect of ""Fluffal Angel"" once per turn.",Pendulum Effect Monster,Fairy,Fluffal,LIGHT,600,1200,2,0.25
3841833,Fluffal Bear,"You can send this card from your hand to the Graveyard; Set 1 ""Toy Vendor"" directly from your Deck to your Spell & Trap Zone. You can Tribute this card, then target 1 ""Polymerization"" in your Graveyard; add it to your hand. You can only use 1 ""Fluffal Bear"" effect per turn, and only once that turn.",Effect Monster,Fairy,Fluffal,EARTH,1200,800,3,1.64
2729285,Fluffal Cat,"If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon: You can target 1 ""Polymerization"" in your Graveyard; add it to your hand. You can only use this effect of ""Fluffal Cat"" once per turn.",Effect Monster,Fairy,Fluffal,EARTH,700,300,1,0.39
9298235,Fluffal Crane,"When a face-up ""Fluffal"" monster(s) you control is destroyed by your opponent's attack or card effect and sent to your Graveyard: Target 1 of those destroyed monsters; add it to your hand, and if you do, draw 1 card.",Trap Card,Normal,Fluffal,,,,,0.26
39246582,Fluffal Dog,"When this card is Normal or Special Summoned from the hand: You can add 1 ""Edge Imp Sabres"" or 1 ""Fluffal"" monster from your Deck to your hand, except ""Fluffal Dog"". You can only use this effect of ""Fluffal Dog"" once per turn.",Effect Monster,Fairy,Fluffal,EARTH,1700,1000,4,1.35
82896870,Fluffal Dolphin,"You can target 1 ""Toy Vendor"" in your GY; Set it to your field, and if you do, send 1 ""Edge Imp Sabres"" or 1 ""Fluffal"" monster from your Deck to the GY. If this card is sent to the GY as material for a Fusion Summon: You can shuffle 1 of your ""Polymerization"" Spells or ""Fusion"" Spells that is banished or in your GY into the Deck. You can only use each effect of ""Fluffal Dolphin"" once per turn.",Effect Monster,Fairy,Fluffal,WATER,1600,1000,4,0.29
66457138,Fluffal Leo,When this card declares an attack: It gains 500 ATK until the end of the Battle Phase.,Effect Monster,Fairy,Fluffal,EARTH,1600,1200,4,0.18
6142488,Fluffal Mouse,"During your Main Phase: You can Special Summon up to 2 copies of ""Fluffal Mouse"" from your Deck. This effect can only be used once while this card is face-up on the field. You cannot Special Summon monsters from the Extra Deck the turn you activate this effect, except ""Frightfur"" monsters.",Effect Monster,Fairy,Fluffal,EARTH,100,100,1,1.12
87246309,Fluffal Octopus,"When this card is Normal or Special Summoned: You can target 1 ""Fluffal"" or ""Edge Imp"" monster in your Graveyard; add it to your hand. If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon of a ""Frightfur"" Fusion Monster: You can target up to 2 of your banished monsters; return them to the Graveyard. You can only use each effect of ""Fluffal Octopus"" once per turn.",Effect Monster,Fairy,Fluffal,WATER,800,800,1,3.40
65331686,Fluffal Owl,"When this card is Normal or Special Summoned from the hand: You can add 1 ""Polymerization"" from your Deck to your hand. You can pay 500 LP; Fusion Summon 1 ""Frightfur"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials. You can only use 1 ""Fluffal Owl"" effect per turn, and only once that turn.",Effect Monster,Fairy,Fluffal,EARTH,1000,1000,2,0.32
13241004,Fluffal Penguin,"During your Main Phase: You can Special Summon 1 ""Fluffal"" monster from your hand, except ""Fluffal Penguin"". This effect can only be used once while this card is face-up on the field. If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon of a ""Frightfur"" Fusion Monster: You can draw 2 cards, then discard 1 card. You can only use this effect of ""Fluffal Penguin"" once per turn.",Effect Monster,Fairy,Fluffal,WATER,1600,1100,4,5.20
38124994,Fluffal Rabbit,"If this card is sent to the Graveyard as a Fusion Material for a Fusion Summon: You can target 1 ""Edge Imp Sabres"" or 1 ""Fluffal"" monster in your Graveyard, except ""Fluffal Rabbit""; add it to your hand. You can only use this effect of ""Fluffal Rabbit"" once per turn.",Effect Monster,Fairy,Fluffal,EARTH,300,1200,1,0.27
